"id","crop_id","crop_name","crop_reg_name","lang_id","cat_id","update_time_stamp"
"1434","344","KODO MILLET","કોડો","6","1","2020-02-05 15:26:05"
"1435","353","RADISH","મૂળો","6","2","2023-05-25 13:15:03"
"1436","356","TOMATO","ટામેટા
","6","2","2021-09-15 15:47:37"
"1437","358","CUCUMBER","કાકડી","6","2","2023-05-25 13:08:05"
"1438","362","CHRYSANTHEMUM","ક્રિસીંથેમમ","6","2","2023-05-25 13:03:43"
"1439","363","CROSSANDRA","ક્રોસન્દ્ર","6","2","2023-05-25 13:07:15"
"1440","365","JASMINE","જાસ્મિન","6","2","2023-05-25 13:13:22"
"1441","366","SWEET CORN","મીઠી મકાઈ","6","1","2020-02-05 15:26:05"
"1442","381","MESTA","મેસ્તા","6","1","2020-02-05 15:26:05"
"1443","391","LITTLE MILLET (KUTKI)","કટકી","6","1","2020-02-05 15:26:05"
"1444","396","SESAME (GINGELLY/TIL)","તલ
","6","1","2021-09-15 15:48:00"
"1445","423","OKRA/ LADYFINGER","ભીંડો
","6","2","2022-10-28 11:57:57"
"1446","425","GARLIC","લસણ","6","2","2023-05-25 13:11:21"
"1447","427","CORIANDER","ધાણા/કોથમીર
","6","2","2023-05-25 13:06:21"
"1448","429","BROWN TOP MILLET","બ્રાઉન ટોપ મિલ","6","1","2020-02-05 15:26:05"
"1449","474","SOYABEAN","સોયાબિન","6","1","2020-02-05 15:26:05"
"1450","494","BLACK GOLD / CHARCOAL","બ્લેક ગોલ્ડ","6","1","2020-02-05 15:26:05"
"1451","500","COARSE GRAIN","સહજ અનાજ","6","1","2020-02-05 15:26:05"
"1452","505","BARNYARD MILLET","બાર્ર્નયાર્ડ મિલ્ટ","6","1","2020-02-05 15:26:05"
"1453","506","FINGER MILLET","રાગી
","6","1","2021-09-15 15:48:30"
"1454","507","KIDNEY BEANS/ RAJMA","રાજમા","6","1","2020-02-05 15:26:05"
"1455","512","PRE MONSOON PREPARATION","પૂર્વ મહિનાની તૈયારી","6","1","2020-02-05 15:26:05"
"1456","530","AMARANTH","રાજગરો
","6","1","2021-09-15 15:48:40"
"1457","548","GREEN GRAM","મગ","6","1","2020-02-05 15:26:05"
"1458","551","LENTIL","લેન્ટિલ","6","1","2020-02-05 15:26:05"
"1459","555","COTTON","કપાસ","6","1","2020-02-05 15:26:05"
"1460","592","FODDER MAIZE","મકાઈ (ઘાસચારો)
","6","1","2021-09-15 15:48:50"
"1461","608","RYE","RYE","6","1","2020-02-05 15:26:05"
"1462","640","CITRUS","ખટાશવાળાં ફળ","6","1","2020-02-05 15:26:05"
"1463","684","CLUSTER BEAN/ GUAR","ગુવાર","6","1","2020-02-05 15:26:05"
"1464","689","NAPIER BAJRA","રાજકા બાજરી
","6","1","2021-09-15 15:48:58"
"1465","690","PEARL MILLET","બાજરો/બાજરી
","6","1","2021-09-15 15:49:06"
"1466","694","DAINCHA","ઇક્કડ
","6","1","2021-09-15 15:49:13"
"1467","696","BARSEEM","બરસેમ","6","1","2020-02-05 15:26:05"
"1468","704","FIELD PEA","ફીલ્ડ પીઇએ","6","1","2020-02-05 15:26:05"
"1469","733","NUTMEG","જાયફળ
","6","1","2021-09-15 15:49:23"
"1470","742","FOXNUT (MAKHANA)","મખાણા","6","1","2020-02-05 15:26:05"
"1471","762","LAC","એલ.એ.સી.","6","1","2020-02-05 15:26:05"
"1472","764","CARROT","ગાજર","6","2","2023-05-25 13:02:07"
"1473","789","HORSE GRAM","ચણા","6","1","2020-02-05 15:26:05"
"1474","790","TABLE PEA","વટાણા
","6","1","2021-09-15 15:49:31"
"1475","795","MAIZE","મકાઈ","6","1","2020-02-05 15:26:05"
"1476","840","FODDER SORGHUM","ઘાસચારા જુવાર
","6","1","2021-09-15 15:49:40"
"1477","866","CASHEW","કાજુ
","6","2","2022-10-28 11:59:21"
"1478","867","MOTH BEAN","મઠ
","6","1","2021-09-15 15:49:58"
"1479","940","CABBAGE","કોબીજ
","6","2","2021-09-15 15:50:06"
"1480","921","SORGHUM (JOWAR/GREAT MILLET)","જુવાર","6","1","2020-02-05 15:26:05"
"1481","18","BAMBOO","વાંસ
","6","2","2021-09-15 15:50:14"
"1482","19","ALSTROEMERIA","એલ્સ્ટ્રોમીરિયા","6","2","2020-02-05 15:26:05"
"1483","22","ARROW ROOT","તીર રુટ","6","2","2020-02-05 15:26:05"
"1484","28","BLACK PEPPER","કાળા મરી
","6","2","2021-09-15 15:50:25"
"1485","30","ACID LIME","એસિડ ચૂનો","6","2","2020-02-05 15:26:05"
"1486","32","BRINJAL","રીંગણા","6","2","2020-02-05 15:26:05"
"1487","33","BROCCOLI","બ્રોકોલી","6","2","2020-02-05 15:26:05"
"1488","41","COCONUT","નાળિયેર","6","2","2020-02-05 15:26:05"
"1489","42","COLOCASIA/ TARO","પાત્રા
","6","2","2021-09-15 15:50:40"
"1490","49","CUSTARD APPLE","સીતાફળ","6","2","2020-02-05 15:26:05"
"1491","61","JACK FRUIT","ફણસ","6","2","2020-02-05 15:26:05"
"1492","64","KIWI","કીવી","6","2","2020-02-05 15:26:05"
"1493","68","LEMON","લીંબુ","6","2","2020-02-05 15:26:05"
"1494","69","LITCHI","લિચી","6","2","2020-02-05 15:26:05"
"1495","70","LINSEED","અળસી","6","2","2020-02-05 15:26:05"
"1496","73","MANGO","આંબો/કેરી
","6","2","2021-09-15 15:50:52"
"1497","75","NAGA KING CHILLI","નાગા કિંગ મરચા","6","2","2020-02-05 15:26:05"
"1498","78","ONION","ડુંગળી","6","2","2020-02-05 15:26:05"
"1499","86","POMEGRANATE","દાડમ","6","2","2020-02-05 15:26:05"
"1500","88","PUMPKIN","કોળુ","6","2","2020-02-05 15:26:05"
"1501","97","SAPOTA","ચીકુ
","6","2","2021-09-15 15:51:01"
"1502","100","SPONGE GOURD","ગલકા
","6","2","2021-09-15 15:51:09"
"1503","101","SUGAR BEET","સુગર બીટ","6","2","2020-02-05 15:26:05"
"1504","109","WATER MELON","તરબૂચ","6","2","2020-02-05 15:26:05"
"1505","115","ORANGE","નારંગી","6","2","2020-02-05 15:26:05"
"1506","137","PAPAYA","પપૈયા","6","2","2020-02-05 15:26:05"
"1507","156","BASELLA","બેસેલા","6","2","2020-02-05 15:26:05"
"1508","180","PINEAPPLE","અનાનસ
","6","2","2021-09-15 15:51:17"
"1509","184","CAPSICUM","મરચું","6","2","2020-02-05 15:26:05"
"1510","188","COWPEA/ LOBIA","ચોળી/ચોળા
","6","2","2021-09-15 15:51:24"
"1511","195","GUAVA","જામફળ","6","2","2020-02-05 15:26:05"
"1512","206","BOTTLE  GOURD","દૂધી","6","2","2020-02-05 15:26:05"
"1513","233","PLUM","અંજીર
","6","2","2021-09-15 15:51:37"
"1514","236","PEAR","નાસપાતી","6","2","2020-02-05 15:26:05"
"1515","237","PEACH","આલૂ","6","2","2020-02-05 15:26:05"
"1516","238","PASSION FRUIT","પેશન ફળ","6","2","2020-02-05 15:26:05"
"1517","335","VEGETABLE CHILLI","શાકભાજી મરચાં","6","2","2020-02-05 15:26:05"
"1518","371","TAPIOCA","ટેપીયોકા
","6","2","2021-09-15 15:51:52"
"1519","375","BEETELVINE","નાગરવેલ
","6","2","2021-09-15 15:51:59"
"1520","401","CURRY LEAVES","મીઠો લીંબડો","6","2","2020-02-05 15:26:05"
"1521","403","YAM","રતાળુ
","6","2","2021-09-15 15:52:07"
"1522","424","SUGARCANE","શેરડી","6","1","2020-02-05 15:26:05"
"1523","432","COFFEE","કૉફી","6","2","2020-02-05 15:26:05"
"1524","435","BER","બોર
","6","2","2021-09-15 15:52:15"
"1525","437","COCCINIA","ઘીલોડી
","6","2","2021-09-15 15:52:22"
"1526","448","BITTER GOURD","કારેલા","6","2","2021-04-06 16:04:46"
"1527","461","TEA","ચા
","6","2","2021-09-15 15:52:31"
"1528","463","VEGETABLE CORIANDER","લીલા ધાણા
","6","2","2021-09-15 15:52:38"
"1529","473","MARIGOLD","ગલગોટો
","6","2","2021-09-15 15:52:46"
"1530","479","VEGETABLE PAPAYA","શાકભાજી પપૈયા
","6","2","2021-09-15 15:52:55"
"1531","481","CAULIFLOWER","ફુલાવર
","6","2","2021-09-15 15:53:03"
"1532","491","APPLE","સફરજન","6","2","2020-02-05 15:26:05"
"1533","493","JAMUN","જાંબુ
","6","2","2021-09-15 15:53:12"
"1534","503","LIME","લીંબુ
","6","2","2021-09-15 15:53:19"
"1535","511","GRAPES","દ્રાક્ષ","6","2","2020-02-05 15:26:05"
"1536","553","DOLICHOS BEAN / FIELD BEAN ","વાલ
","6","2","2021-09-15 15:53:29"
"1537","554","SPINE GOURD","કંકોડા
","6","2","2021-09-15 15:53:37"
"1538","559","FRENCH BEAN","ફ્રેન્ચ બીન","6","2","2020-02-05 15:26:05"
"1539","580","CHILLI","મરચા
","6","2","2021-09-15 15:53:45"
"1540","583","VEGETABLE PEA","શાકભાજી વટાણા
","6","2","2021-09-15 15:53:53"
"1541","600","SNAKE GOURD","ગુસ્સો નાશ કરવો","6","2","2020-02-05 15:26:05"
"1542","613","STRAWBERRY","સ્ટ્રેબ્રેરી","6","2","2020-02-05 15:26:05"
"1543","625","ARECANUT","સોપારી
","6","2","2021-09-15 15:54:02"
"1544","626","NECTARINE","નેકટારીને","6","2","2020-02-05 15:26:05"
"1545","641","MANDARIN ORANGE","મેન્ડરિન ઓરેન્જ","6","2","2020-02-05 15:26:05"
"1546","642","SWEET ORANGE","સ્વીટ ઓરેન્જ","6","2","2020-02-05 15:26:05"
"1547","651","BANANA","કેળા","6","2","2020-02-05 15:26:05"
"1548","667","APRICOT","એપ્રિકટ","6","2","2020-02-05 15:26:05"
"1549","674","CINNAMON","તજ
","6","2","2021-09-15 15:54:10"
"1550","676","SWEET POTATO","શક્કરિયા","6","2","2020-02-05 15:26:05"
"1551","699","MUSHROOM","મશરૂમ","6","2","2020-02-05 15:26:05"
"1552","711","ZUCCHINI","ઝુચિની","6","2","2020-02-05 15:26:05"
"1553","712","LETTUCE","લેટસ","6","2","2020-02-05 15:26:05"
"1554","715","CHERRY PEPPER","ચેરી પેપર","6","2","2020-02-05 15:26:05"
"1555","724","GERBERA","જર્બેરા","6","2","2020-02-05 15:26:05"
"1556","725","GLADIOLUS","ગ્લેડીયોલસ
","6","2","2021-09-15 15:54:19"
"1557","726","CYMBIDIUM","સાયમ્બિડિઉં","6","2","2020-02-05 15:26:05"
"1558","730","POINTED GOURD (PARWAL)","પરવળ
","6","2","2021-09-15 15:54:31"
"1559","734","AONLA","આમળા","6","2","2020-02-05 15:26:05"
"1560","735","LILIUM","લિલિયમ","6","2","2020-02-05 15:26:05"
"1561","736","AMARANTHUS","રાજગરો
","6","2","2021-09-15 15:54:58"
"1562","749","BEETROOT","બીટ
","6","2","2021-09-15 15:55:05"
"1563","750","ANTHURIUM","એન્થ્યુરિયમ","6","2","2020-02-05 15:26:05"
"1564","751","DRAGON FRUIT","કમલમ
","6","2","2021-09-15 15:55:14"
"1565","758","FORESTRY","વન","6","2","2020-02-05 15:26:05"
"1566","765","KINNOW","કીન્નોવા
","6","2","2021-09-15 15:55:23"
"1567","809","FENUGREEK","મેથી
","6","2","2021-09-15 15:55:34"
"1568","872","CARDAMOM","એલચી","6","2","2020-02-05 15:26:05"
"1569","883","TURMERIC","હળદર","6","2","2020-02-05 15:26:05"
"1570","898","SPINACH","સ્પિનચ","6","2","2020-02-05 15:26:05"
"1571","899","CARISSA CARANDAS (KARONDHA)",,"6","2","2020-02-05 15:26:05"
"1572","900","SUNFLOWER","સૂર્યમુખી
","6","1","2021-09-15 15:55:45"
"1573","901","KOKUM","કોકમ
","6","2","2021-09-15 15:55:55"
"1574","902","PALM","તાડ
","6","2","2021-09-15 15:56:04"
"1575","927","MUSKMELON","સાકર ટેટી
","6","2","2021-09-15 15:56:12"
"1576","934","KNOL KHOL","કણોલ ખોલ","6","2","2020-02-05 15:26:05"
"1577","2","BUFFALO","ભેંસ","6","3","2020-02-05 15:26:05"
"1578","13","PIG","ડુક્કર","6","3","2020-02-05 15:26:05"
"1579","16","YAK","યાક","6","3","2020-02-05 15:26:05"
"1580","141","GOAT","બકરી","6","3","2020-02-05 15:26:05"
"1581","182","MITHUN","મિથુન","6","3","2020-02-05 15:26:05"
"1582","241","SHEEP","ઘેટાં","6","3","2020-02-05 15:26:05"
"1583","575","RABBIT","સસલા
","6","3","2021-09-15 15:56:30"
"1584","598","COW","ગાય","6","3","2020-02-05 15:26:05"
"1585","130","CARP","કાર્પ","6","4","2020-02-05 15:26:05"
"1586","183","COMMON FISH","સામાન્ય માછલી","6","4","2020-02-05 15:26:05"
"1587","185","MAJOR CARP","મુખ્ય પાક","6","4","2020-02-05 15:26:05"
"1588","221","SWEET WATER FISH","મીઠા પાણી ની માછલી","6","4","2020-02-05 15:26:05"
"1589","263","INDIAN MAJOR CARP","ભારતીય મુખ્ય કારપ","6","4","2020-02-05 15:26:05"
"1590","315","COMMON RIVER FISH","સામાન્ય પ્રવાહી માછલી","6","4","2020-02-05 15:26:05"
"1591","318","INLAND","ઇનલેન્ડ
","6","4","2021-09-15 15:56:40"
"1592","340","FRESH WATER","તાજા પાણી","6","4","2020-02-05 15:26:05"
"1593","450","CATLA","કાટલા
","6","4","2021-09-15 15:56:48"
"1594","451","ROHU","રોહુ","6","4","2020-02-05 15:26:05"
"1595","452","MRIGAL","મ્રિગલ
","6","4","2021-09-15 15:56:57"
"1596","453","GRASS CARP","ગ્રાસ કાર્પ","6","4","2020-02-05 15:26:05"
"1597","454","LABEO BATA","લેબીયો બાટા","6","4","2020-02-05 15:26:05"
"1598","455","LABEO CALBASU","લેબો કાલબાસુ","6","4","2020-02-05 15:26:05"
"1599","457","COMMON CARP","કોમન કાર્પ
","6","4","2021-09-15 15:57:08"
"1600","459","PUTHI","પુતી","6","4","2020-02-05 15:26:05"
"1601","486","INDIGENOUS MAJOR CARP","ભારતીય મુખ્ય કારપ","6","4","2020-02-05 15:26:05"
"1602","487","EXOTIC CARP","વિશિષ્ટ કાર્પ","6","4","2020-02-05 15:26:05"
"1603","702","BHETKI","ભેટકી
","6","4","2021-09-15 15:57:17"
"1604","797","ORNAMENTAL FISH","ઓર્નામેન્ટલ ફિશ","6","4","2020-02-05 15:26:05"
"1605","4","CHICKEN","મરઘા
","6","5","2021-09-15 15:57:29"
"1606","10","HEN","મરઘી
","6","5","2021-09-15 15:57:37"
"1607","191","DUCK","બતક","6","5","2020-02-05 15:26:05"
"1608","308","BIRD","પક્ષી","6","5","2020-02-05 15:26:05"
"1609","385","LAYER","લેયર","6","5","2020-02-05 15:26:05"
"1610","418","COCK","કુકડો
","6","5","2021-09-15 15:57:47"
"1611","468","BREEDER","સંકર
","6","5","2021-09-15 15:57:55"
"1612","470","KADAKNATH","કડકનાથ","6","5","2020-02-05 15:26:05"
"1613","471","GIRIRAJA","ગિરિજા","6","5","2020-02-05 15:26:05"
"1614","472","LEGHORN","લેગહોર્ન
","6","5","2021-09-15 15:58:05"
"1615","628","FOWL","ફોવલ","6","5","2020-02-05 15:26:05"
"1616","743","CHICK","ચિક","6","5","2020-02-05 15:26:05"
"1617","11","LAND PREPARATION","જમીનની તૈયારી
","6","6","2021-09-15 15:58:16"
"1618","170","SALINITY","ખારાશ","6","6","2020-02-05 15:26:05"
"1619","257","RAIN WATER HARVESTING","વરસાદી પાણીનો સંગ્રહ
","6","6","2021-09-15 15:58:31"
"1620","258","WATER HARVESTING","પાણીનો સંગ્રહ
","6","6","2021-09-15 15:58:39"
"1621","321","SOIL TESTING","જમીન ચકાસણી
","6","6","2021-09-15 15:58:47"
"1622","510","GENERAL ADVICE","સામાન્ય સલાહ","6","6","2020-02-05 15:26:05"
"1623","573","INTERCULTURE","આંતરખેડ
","6","6","2021-09-15 15:58:58"
"1624","609","PLANT PROTECTION","પાક સંરક્ષણ
","6","6","2021-09-15 15:59:06"
"1625","757","PADDY TRANSPLANTING","ડાંગર ફેરરોપણી
","6","6","2021-09-15 15:59:14"
"1626","781","AGRI FIELD","ખેતર
","6","6","2021-09-15 15:59:22"
"1627","933","HOME SCIENCE","ગૃહ વિજ્ઞાન
","6","6","2021-09-15 15:59:33"
"1628","938","AGRIL ENGINEERING","ખેતી ઈજનેરી
","6","6","2021-09-15 15:59:40"
"1629","848","MULBERRY","શેતુર
","6","7","2021-09-15 15:59:48"
"1630","850","TASAR","ટશર
","6","7","2021-09-15 15:59:56"
"1631","946","Asparagus","શતાવરી
","6","2","2021-09-15 16:00:11"
"1632","945","Buckwheat",,"6","1","2020-02-05 15:26:05"
"1633","956","Camel","ઊંટ","6","3","2020-02-05 15:26:05"
"1634","953","Date Palm","ખારેક/ખજુર
","6","2","2021-09-15 16:00:20"
"1635","948","Drumstick","સરગવો
","6","2","2021-09-15 16:00:27"
"1636","941","Faba bean/ Broad bean","બ્રોડ બીન","6","2","2020-02-05 15:26:05"
"1637","939","GARDEN PEA","વટાણા
","6","2","2021-09-15 16:00:35"
"1638","944","Indian round gourd (Tinda)","ઘીલોડી
","6","2","2021-09-15 16:00:42"
"1639","951","Lupins","લુપિન્સ","6","1","2020-02-05 15:26:05"
"1640","943","Monkey fruit/ Monkey Jack","વાંદરા ફળ","6","2","2020-02-05 15:26:05"
"1641","955","Oat","ઓટ","6","1","2020-02-05 15:26:05"
"1642","952","Psyllium",,"6","2","2020-02-05 15:26:05"
"1643","949","Rhubarb/Pie plant","રેવંચી","6","2","2020-02-05 15:26:05"
"1644","942","Rosselle ",,"6","2","2020-02-05 15:26:05"
"1645","947","Winged bean","પાંખવાળા બીન","6","2","2020-02-05 15:26:05"
"1646","26","BARLEY","ബാർലി","8","1","2020-02-05 15:26:05"
"1647","36","CASTOR","ആവണക്കെണ്ണ","8","1","2020-02-05 15:26:05"
"1648","48","CUMIN","ജീരകം","8","2","2023-05-25 13:08:53"
"1649","50","DIOSCOREA","കാച്ചിൽ","8","2","2023-05-25 13:10:00"
"1650","54","GINGELLY","എള്ള്","8","1","2020-02-05 15:26:05"
"1651","62","JUTE","ചണം","8","1","2020-02-05 15:26:05"
"1652","74","MUSTARD","കടുക്","8","1","2020-02-05 15:26:05"
"1653","93","RICE","അരി","8","1","2021-06-04 16:31:37"
"1654","94","RIDGE GOURD","പീച്ചങ്ങ","8","2","2023-05-25 13:16:00"
"1655","95","RUBBER","റബ്ബർ","8","1","2020-02-05 15:26:05"
"1656","107","RAPESEED","റാപ്‌സീഡ്","8","1","2020-02-05 15:26:05"
"1657","110","WHEAT","ഗോതമ്പ്","8","1","2020-02-05 15:26:05"
"1658","111","BENGAL GRAM/ CHICK PEA","കടല പരിപ്പ്","8","1","2020-02-05 15:26:05"
"1659","116","FOXTAIL MILLET","ചോളം","8","1","2020-02-05 15:26:05"
"1660","119","POTATO","ഉരുളക്കിഴങ്ങ്","8","2","2020-09-25 16:54:23"
"1661","159","GROUNDNUT","നിലക്കടല","8","1","2020-02-05 15:26:05"
"1662","163","TOBACCO","പുകയില","8","1","2020-02-05 15:26:05"
"1663","197","PIGEON PEA (RED GRAM/ARHAR)","തുവര (RED GRAM/ARHAR)","8","1","2020-02-05 15:26:05"
"1664","217","NIGER","നൈജർ","8","1","2020-02-05 15:26:05"
"1665","260","SAFFLOWER","സൂര്യകാന്തി","8","1","2020-02-05 15:26:05"
"1666","305","BLACK GRAM","ഉഴുന്ന്","8","1","2020-02-05 15:26:05"
"1667","307","LUCERNE","ലൂസെറിൻ","8","1","2020-02-05 15:26:05"
"1668","326","GINGER","ഇഞ്ചി","8","2","2023-05-25 13:12:06"
"1669","344","KODO MILLET","തിന","8","1","2020-02-05 15:26:05"
"1670","353","RADISH","മുള്ളങ്കി","8","2","2023-05-25 13:15:15"
"1671","356","TOMATO","തക്കാളി","8","2","2021-07-13 16:53:48"
"1672","358","CUCUMBER","വെള്ളരിക്ക","8","2","2023-05-25 13:08:02"
"1673","362","CHRYSANTHEMUM","പൂച്ചെടി","8","2","2023-05-25 13:03:32"
"1674","363","CROSSANDRA","ക്രോസന്ദ്ര","8","2","2023-05-25 13:07:10"
"1675","365","JASMINE","ജാസ്മിൻ","8","2","2023-05-25 13:13:19"
"1676","366","SWEET CORN","സ്വീറ്റ് ധാന്യം","8","1","2020-02-05 15:26:05"
"1677","381","MESTA","മറ്റുള്ളവ ഖാരിഫ് പയർ","8","1","2020-02-05 15:26:05"
"1678","391","LITTLE MILLET (KUTKI)","ലിറ്റിൽ മില്ലറ്റ് (കുറ്റ്കി)","8","1","2020-02-05 15:26:05"
"1679","396","SESAME (GINGELLY/TIL)","എള്ള് (GINGELLY/TIL)","8","1","2020-02-05 15:26:05"
"1680","423","OKRA/ LADYFINGER","വെണ്ട","8","2","2022-10-28 11:58:04"
"1681","425","GARLIC","വെളുത്തുള്ളി","8","2","2023-05-25 13:11:01"
"1682","427","CORIANDER","മല്ലി","8","2","2023-05-25 13:06:23"
"1683","429","BROWN TOP MILLET","ബ്ര RO ൺ ടോപ്പ് മില്ലറ്റ്","8","1","2020-02-05 15:26:05"
"1684","474","SOYABEAN","സൊയാബീൻ","8","1","2020-02-05 15:26:05"
"1685","494","BLACK GOLD / CHARCOAL","കറുത്ത സ്വർണം / ചാർ‌ക്കോൾ","8","1","2020-02-05 15:26:05"
"1686","500","COARSE GRAIN","നാടൻ ധാന്യം","8","1","2020-02-05 15:26:05"
"1687","505","BARNYARD MILLET","ബാർ‌നിയാർഡ് മില്ലറ്റ്","8","1","2020-02-05 15:26:05"
"1688","506","FINGER MILLET","വിരൽ ചോളം","8","1","2020-02-05 15:26:05"
"1689","507","KIDNEY BEANS/ RAJMA","കിഡ്‌നി ബീൻസ് / രാജ്മ","8","1","2020-02-05 15:26:05"
"1690","512","PRE MONSOON PREPARATION","പ്രീ മഴക്കാലം തയാറാക്കുന്ന വിധം","8","1","2020-02-05 15:26:05"
"1691","530","AMARANTH","അമരന്ത്","8","1","2020-02-05 15:26:05"
"1692","548","GREEN GRAM","ചെറുപയർ","8","1","2020-02-05 15:26:05"
"1693","551","LENTIL","ലെന്റിൽ","8","1","2020-02-05 15:26:05"
"1694","555","COTTON","പരുത്തി","8","1","2020-02-05 15:26:05"
"1695","592","FODDER MAIZE","കാലിത്തീറ്റ ചോളം","8","1","2020-02-05 15:26:05"
"1696","608","RYE","രയെ","8","1","2020-02-05 15:26:05"
"1697","640","CITRUS","മധുര നാരങ്ങ","8","1","2020-02-05 15:26:05"
"1698","684","CLUSTER BEAN/ GUAR","അമര പയർ","8","1","2020-02-05 15:26:05"
"1699","689","NAPIER BAJRA","നേപ്പിയര് ബജ്റ","8","1","2020-02-05 15:26:05"
"1700","690","PEARL MILLET","പേൾ മില്ലറ്റ്","8","1","2020-02-05 15:26:05"
"1701","694","DAINCHA","ഡെയ്‌ഞ്ച","8","1","2020-02-05 15:26:05"
"1702","696","BARSEEM","ബെർസീം","8","1","2020-02-05 15:26:05"
"1703","704","FIELD PEA","ഫീൽഡ് നിലക്കടല","8","1","2020-02-05 15:26:05"
"1704","733","NUTMEG","ജാതിക്ക","8","1","2020-02-05 15:26:05"
"1705","742","FOXNUT (MAKHANA)","ഫോക്സ്നട്ട് (മഖാന)","8","1","2020-02-05 15:26:05"
"1706","762","LAC","LAC","8","1","2020-02-05 15:26:05"
"1707","764","CARROT","കാരറ്റ്","8","2","2023-05-25 13:02:14"
"1708","789","HORSE GRAM","മുതിര","8","1","2020-02-05 15:26:05"
"1709","790","TABLE PEA","ടേബിൾ പി‌എ","8","1","2020-02-05 15:26:05"
"1710","795","MAIZE","ചോളം","8","1","2020-02-05 15:26:05"
"1711","840","FODDER SORGHUM","ഫോഡർ സോർഗം","8","1","2020-02-05 15:26:05"
"1712","866","CASHEW","കശുവണ്ടി","8","2","2022-10-28 11:59:33"
"1713","867","MOTH BEAN","പുഴു ബീൻ","8","1","2020-02-05 15:26:05"
"1714","940","CABBAGE","കാബേജ്","8","2","2020-02-05 15:26:05"
"1715","921","SORGHUM (JOWAR/GREAT MILLET)","ചോളം","8","1","2020-02-05 15:26:05"
"1716","18","BAMBOO","ബാംബു","8","2","2020-02-05 15:26:05"
"1717","19","ALSTROEMERIA","ALSTROEMERIA","8","2","2020-02-05 15:26:05"
"1718","22","ARROW ROOT","അമ്പടയാളം","8","2","2020-02-05 15:26:05"
"1719","28","BLACK PEPPER","കുരുമുളക്","8","2","2020-02-05 15:26:05"
"1720","30","ACID LIME","പുളി നാരങ്ങ","8","2","2020-02-05 15:26:05"
"1721","32","BRINJAL","വഴുതിന","8","2","2020-02-05 15:26:05"
"1722","33","BROCCOLI","ബ്രോക്കോളി","8","2","2020-02-05 15:26:05"
"1723","41","COCONUT","നാളികേരം","8","2","2020-02-05 15:26:05"
"1724","42","COLOCASIA/ TARO","ചേമ്പ്","8","2","2020-02-05 15:26:05"
"1725","49","CUSTARD APPLE","കസ്റ്റാഡ് ആപ്പിൾ","8","2","2020-02-05 15:26:05"
"1726","61","JACK FRUIT","ചക്ക","8","2","2020-02-05 15:26:05"
"1727","64","KIWI","കിവി","8","2","2020-02-05 15:26:05"
"1728","68","LEMON","നാരങ്ങ","8","2","2020-02-05 15:26:05"
"1729","69","LITCHI","ലിച്ചി","8","2","2020-02-05 15:26:05"
"1730","70","LINSEED","ചെറു ചണം","8","2","2020-02-05 15:26:05"
"1731","73","MANGO","മാമ്പഴം","8","2","2020-02-05 15:26:05"
"1732","75","NAGA KING CHILLI","നാഗാ മുളക്","8","2","2020-02-05 15:26:05"
"1733","78","ONION","ഉള്ളി","8","2","2020-02-05 15:26:05"
"1734","86","POMEGRANATE","മാതളം","8","2","2020-02-05 15:26:05"
"1735","88","PUMPKIN","മത്തങ്ങ","8","2","2020-02-05 15:26:05"
"1736","97","SAPOTA","സപ്പോട്ട","8","2","2020-02-05 15:26:05"
"1737","100","SPONGE GOURD","പീച്ചങ്ങ","8","2","2020-02-05 15:26:05"
"1738","101","SUGAR BEET","മധുരക്കിഴങ്ങ്","8","2","2020-02-05 15:26:05"
"1739","109","WATER MELON","വെള്ളം തണ്ണിമത്തന്","8","2","2020-02-05 15:26:05"
"1740","115","ORANGE","ഓറഞ്ച്","8","2","2020-02-05 15:26:05"
"1741","137","PAPAYA","പപ്പായ","8","2","2020-02-05 15:26:05"
"1742","156","BASELLA","ബസെല്ല","8","2","2020-02-05 15:26:05"
"1743","180","PINEAPPLE","കൈത ചക്ക","8","2","2020-02-05 15:26:05"
"1744","184","CAPSICUM","കാപ്സിക്കം","8","2","2020-02-05 15:26:05"
"1745","188","COWPEA/ LOBIA","വൻ പയർ","8","2","2020-02-05 15:26:05"
"1746","195","GUAVA","പേരക്ക","8","2","2020-02-05 15:26:05"
"1747","206","BOTTLE  GOURD","ചുരക്ക","8","2","2020-02-05 15:26:05"
"1748","233","PLUM","പ്ലം","8","2","2020-02-05 15:26:05"
"1749","236","PEAR","പിയർ","8","2","2020-02-05 15:26:05"
"1750","237","PEACH","പീച്ച്","8","2","2020-02-05 15:26:05"
"1751","238","PASSION FRUIT","പാഷ് ഫ്രൂട്ട്","8","2","2020-02-05 15:26:05"
"1752","335","VEGETABLE CHILLI","പച്ചക്കറി മുളക്","8","2","2020-02-05 15:26:05"
"1753","371","TAPIOCA","മരച്ചീനി","8","2","2020-02-05 15:26:05"
"1754","375","BEETELVINE","വെറ്റില കൃഷി","8","2","2020-02-05 15:26:05"
"1755","401","CURRY LEAVES","കറിവേപ്പില","8","2","2020-02-05 15:26:05"
"1756","403","YAM","ചേന","8","2","2020-02-05 15:26:05"
"1757","424","SUGARCANE","കരിമ്പ്","8","1","2020-02-05 15:26:05"
"1758","432","COFFEE","കാപ്പി","8","2","2020-02-05 15:26:05"
"1759","435","BER","പ്ലം","8","2","2020-02-05 15:26:05"
