"id","crop_id","crop_name","crop_reg_name","lang_id","cat_id","update_time_stamp"
"1","26","BARLEY","BARLEY","2","1","2020-02-05 15:26:05"
"2","36","CASTOR","CASTOR","2","1","2020-02-05 15:26:05"
"3","48","CUMIN","CUMIN","2","2","2023-05-25 13:08:56"
"4","50","DIOSCOREA","DIOSCOREA","2","2","2023-05-25 13:10:06"
"5","54","GINGELLY","GINGELLY","2","1","2020-02-05 15:26:05"
"6","62","JUTE","JUTE","2","1","2020-02-05 15:26:05"
"7","74","MUSTARD","MUSTARD","2","1","2020-02-05 15:26:05"
"8","93","RICE","RICE","2","1","2021-06-04 16:31:11"
"9","94","RIDGE GOURD","RIDGE GOURD","2","2","2023-05-25 13:16:11"
"10","95","RUBBER","RUBBER","2","1","2020-02-05 15:26:05"
"11","107","RAPESEED","RAPESEED","2","1","2020-02-05 15:26:05"
"12","110","WHEAT","WHEAT","2","1","2020-02-05 15:26:05"
"13","111","CHICK PEA","CHICK PEA","2","1","2020-10-23 15:11:07"
"14","116","FOXTAIL MILLET","FOXTAIL MILLET","2","1","2020-02-05 15:26:05"
"15","119","POTATO","POTATO","2","2","2020-09-25 16:53:58"
"16","159","GROUNDNUT","GROUNDNUT","2","1","2020-02-05 15:26:05"
"17","163","TOBACCO","TOBACCO","2","1","2020-02-05 15:26:05"
"18","197","PIGEON PEA (RED GRAM/ARHAR)","PIGEON PEA (RED GRAM/ARHAR)","2","1","2020-02-05 15:26:05"
"19","217","NIGER","NIGER","2","1","2020-02-05 15:26:05"
"20","260","SAFFLOWER","SAFFLOWER","2","1","2020-02-05 15:26:05"
"21","305","BLACK GRAM","BLACK GRAM","2","1","2020-02-05 15:26:05"
"22","307","LUCERNE","LUCERNE","2","1","2020-02-05 15:26:05"
"23","326","GINGER","GINGER","2","2","2023-05-25 13:12:32"
"24","344","KODO MILLET","KODO MILLET","2","1","2020-02-05 15:26:05"
"25","353","RADISH","RADISH","2","2","2023-05-25 13:14:49"
"26","356","TOMATO","TOMATO","2","2","2021-07-13 16:53:25"
"27","358","CUCUMBER","CUCUMBER","2","2","2023-05-25 13:07:57"
"28","362","CHRYSANTHEMUM","CHRYSANTHEMUM","2","2","2023-05-25 13:03:06"
"29","363","CROSSANDRA","CROSSANDRA","2","2","2023-05-25 13:07:22"
"30","365","JASMINE","JASMINE","2","2","2023-05-25 13:12:58"
"31","366","SWEET CORN","SWEET CORN","2","1","2020-02-05 15:26:05"
"32","381","MESTA","MESTA","2","1","2020-02-05 15:26:05"
"33","391","LITTLE MILLET (KUTKI)","LITTLE MILLET (KUTKI)","2","1","2020-02-05 15:26:05"
"34","396","SESAME (GINGELLY/TIL)","SESAME (GINGELLY/TIL)","2","1","2020-02-05 15:26:05"
"35","423","OKRA/ LADYFINGER","OKRA/ LADIES' FINGER","2","2","2022-10-28 11:57:54"
"36","425","GARLIC","GARLIC","2","2","2023-05-25 13:11:29"
"37","427","CORIANDER","CORIANDER","2","2","2023-05-25 13:06:29"
"38","429","BROWN TOP MILLET","BROWN TOP MILLET","2","1","2020-02-05 15:26:05"
"39","474","SOYABEAN","SOYABEAN","2","1","2020-02-05 15:26:05"
"40","494","BLACK GOLD / CHARCOAL","BLACK GOLD / CHARCOAL","2","1","2020-02-05 15:26:05"
"41","500","COARSE GRAIN","COARSE GRAIN","2","1","2020-02-05 15:26:05"
"42","505","BARNYARD MILLET","BARNYARD MILLET","2","1","2020-02-05 15:26:05"
"43","506","FINGER MILLET","FINGER MILLET","2","1","2020-02-05 15:26:05"
"44","507","KIDNEY BEANS/ RAJMA","KIDNEY BEANS/ RAJMA","2","1","2020-02-05 15:26:05"
"45","512","PRE MONSOON PREPARATION","PRE MONSOON PREPARATION","2","1","2020-02-05 15:26:05"
"46","530","AMARANTH","AMARANTH","2","1","2020-02-05 15:26:05"
"47","548","GREEN GRAM","GREEN GRAM","2","1","2020-02-05 15:26:05"
"48","551","LENTIL","LENTIL","2","1","2020-02-05 15:26:05"
"49","555","COTTON","COTTON","2","1","2020-02-05 15:26:05"
"50","592","FODDER MAIZE","FODDER MAIZE","2","1","2020-02-05 15:26:05"
"51","608","RYE","RYE","2","1","2020-02-05 15:26:05"
"52","640","CITRUS","CITRUS","2","1","2020-02-05 15:26:05"
"53","684","CLUSTER BEAN/ GUAR","CLUSTER BEAN/ GUAR","2","1","2020-02-05 15:26:05"
"54","689","NAPIER BAJRA","NAPIER BAJRA","2","1","2020-02-05 15:26:05"
"55","690","PEARL MILLET","PEARL MILLET","2","1","2020-02-05 15:26:05"
"56","694","DAINCHA","DAINCHA","2","1","2020-02-05 15:26:05"
"57","696","BARSEEM","BARSEEM","2","1","2020-02-05 15:26:05"
"58","704","FIELD PEA","FIELD PEA","2","1","2020-02-05 15:26:05"
"59","733","NUTMEG","NUTMEG","2","1","2020-02-05 15:26:05"
"60","742","FOXNUT (MAKHANA)","FOXNUT (MAKHANA)","2","1","2020-02-05 15:26:05"
"61","762","LAC","LAC","2","1","2020-02-05 15:26:05"
"62","764","CARROT","CARROT","2","2","2023-05-25 13:02:10"
"63","789","HORSE GRAM","HORSE GRAM","2","1","2020-02-05 15:26:05"
"64","790","TABLE PEA","TABLE PEA","2","1","2020-02-05 15:26:05"
"65","795","MAIZE","MAIZE","2","1","2020-02-05 15:26:05"
"66","840","FODDER SORGHUM","FODDER SORGHUM","2","1","2020-02-05 15:26:05"
"67","866","CASHEW","CASHEW","2","2","2022-10-28 11:59:09"
"68","867","MOTH BEAN","MOTH BEAN","2","1","2020-02-05 15:26:05"
"69","940","CABBAGE","CABBAGE","2","2","2020-02-05 15:26:05"
"70","921","SORGHUM (JOWAR/GREAT MILLET)","SORGHUM (JOWAR/GREAT MILLET)","2","1","2020-02-05 15:26:05"
"71","18","BAMBOO","BAMBOO","2","2","2020-02-05 15:26:05"
"72","19","ALSTROEMERIA","ALSTROEMERIA","2","2","2020-02-05 15:26:05"
"73","22","ARROW ROOT","ARROW ROOT","2","2","2020-02-05 15:26:05"
"74","28","BLACK PEPPER","BLACK PEPPER","2","2","2020-02-05 15:26:05"
"75","30","ACID LIME","ACID LIME","2","2","2020-02-05 15:26:05"
"76","32","BRINJAL","BRINJAL","2","2","2020-02-05 15:26:05"
"77","33","BROCCOLI","BROCCOLI","2","2","2020-02-05 15:26:05"
"78","41","COCONUT","COCONUT","2","2","2020-02-05 15:26:05"
"79","42","COLOCASIA/ TARO","COLOCASIA/ TARO","2","2","2020-02-05 15:26:05"
"80","49","CUSTARD APPLE","CUSTARD APPLE","2","2","2020-02-05 15:26:05"
"81","61","JACK FRUIT","JACK FRUIT","2","2","2020-02-05 15:26:05"
"82","64","KIWI","KIWI","2","2","2020-02-05 15:26:05"
"83","68","LEMON","LEMON","2","2","2020-02-05 15:26:05"
"84","69","LITCHI","LITCHI","2","2","2020-02-05 15:26:05"
"85","70","LINSEED","LINSEED","2","2","2020-02-05 15:26:05"
"86","73","MANGO","MANGO","2","2","2020-02-05 15:26:05"
"87","75","NAGA KING CHILLI","NAGA KING CHILLI","2","2","2020-02-05 15:26:05"
"88","78","ONION","ONION","2","2","2020-02-05 15:26:05"
"89","86","POMEGRANATE","POMEGRANATE","2","2","2020-02-05 15:26:05"
"90","88","PUMPKIN","PUMPKIN","2","2","2020-02-05 15:26:05"
"91","97","SAPOTA","SAPOTA","2","2","2020-02-05 15:26:05"
"92","100","SPONGE GOURD","SPONGE GOURD","2","2","2020-02-05 15:26:05"
"93","101","SUGAR BEET","SUGAR BEET","2","2","2020-02-05 15:26:05"
"94","109","WATER MELON","WATER MELON","2","2","2020-02-05 15:26:05"
"95","115","ORANGE","ORANGE","2","2","2020-02-05 15:26:05"
"96","137","PAPAYA","PAPAYA","2","2","2020-02-05 15:26:05"
"97","156","BASELLA","BASELLA","2","2","2020-02-05 15:26:05"
"98","180","PINEAPPLE","PINEAPPLE","2","2","2020-02-05 15:26:05"
"99","184","CAPSICUM","CAPSICUM","2","2","2020-02-05 15:26:05"
"100","188","COWPEA/ LOBIA","COWPEA/ LOBIA","2","2","2020-02-05 15:26:05"
"101","195","GUAVA","GUAVA","2","2","2020-02-05 15:26:05"
"102","206","BOTTLE  GOURD","BOTTLE  GOURD","2","2","2020-02-05 15:26:05"
"103","233","PLUM","PLUM","2","2","2020-02-05 15:26:05"
"104","236","PEAR","PEAR","2","2","2020-02-05 15:26:05"
"105","237","PEACH","PEACH","2","2","2020-02-05 15:26:05"
"106","238","PASSION FRUIT","PASSION FRUIT","2","2","2020-02-05 15:26:05"
"107","335","VEGETABLE CHILLI","VEGETABLE CHILLI","2","2","2020-02-05 15:26:05"
"108","371","TAPIOCA","TAPIOCA","2","2","2020-02-05 15:26:05"
"109","375","BEETELVINE","BEETELVINE","2","2","2020-02-05 15:26:05"
"110","401","CURRY LEAVES","CURRY LEAVES","2","2","2020-02-05 15:26:05"
"111","403","YAM","YAM","2","2","2020-02-05 15:26:05"
"112","424","SUGARCANE","SUGARCANE","2","1","2020-02-05 15:26:05"
"113","432","COFFEE","COFFEE","2","2","2020-02-05 15:26:05"
"114","435","BER","BER","2","2","2020-02-05 15:26:05"
"115","437","COCCINIA","COCCINIA","2","2","2020-02-05 15:26:05"
"116","448","BITTER GOURD","BITTER GOURD","2","2","2021-04-06 16:04:46"
"117","461","TEA","TEA","2","2","2020-02-05 15:26:05"
"118","463","VEGETABLE CORIANDER","VEGETABLE CORIANDER","2","2","2020-02-05 15:26:05"
"119","473","MARIGOLD","MARIGOLD","2","2","2020-02-05 15:26:05"
"120","479","VEGETABLE PAPAYA","VEGETABLE PAPAYA","2","2","2020-02-05 15:26:05"
"121","481","CAULIFLOWER","CAULIFLOWER","2","2","2020-02-05 15:26:05"
"122","491","APPLE","APPLE","2","2","2020-02-05 15:26:05"
"123","493","JAMUN","JAMUN","2","2","2020-02-05 15:26:05"
"124","503","LIME","LIME","2","2","2020-02-05 15:26:05"
"125","511","GRAPES","GRAPES","2","2","2020-02-05 15:26:05"
"126","553","DOLICHOS BEAN / FIELD BEAN ","DOLICHOS BEAN / FIELD BEAN ","2","2","2020-02-05 15:26:05"
"127","554","SPINE GOURD","SPINE GOURD","2","2","2020-02-05 15:26:05"
"128","559","FRENCH BEAN","FRENCH BEAN","2","2","2020-02-05 15:26:05"
"129","580","CHILLI","CHILLI","2","2","2020-02-05 15:26:05"
"130","583","VEGETABLE PEA","VEGETABLE PEA","2","2","2020-02-05 15:26:05"
"131","600","SNAKE GOURD","SNAKE GOURD","2","2","2020-02-05 15:26:05"
"132","613","STRAWBERRY","STRAWBERRY","2","2","2020-02-05 15:26:05"
"133","625","ARECANUT","ARECANUT","2","2","2020-02-05 15:26:05"
"134","626","NECTARINE","NECTARINE","2","2","2020-02-05 15:26:05"
"135","641","MANDARIN ORANGE","MANDARIN ORANGE","2","2","2020-02-05 15:26:05"
"136","642","SWEET ORANGE","SWEET ORANGE","2","2","2020-02-05 15:26:05"
"137","651","BANANA","BANANA","2","2","2020-02-05 15:26:05"
"138","667","APRICOT","APRICOT","2","2","2020-02-05 15:26:05"
"139","674","CINNAMON","CINNAMON","2","2","2020-02-05 15:26:05"
"140","676","SWEET POTATO","SWEET POTATO","2","2","2020-02-05 15:26:05"
"141","699","MUSHROOM","MUSHROOM","2","2","2020-02-05 15:26:05"
"142","711","ZUCCHINI","ZUCCHINI","2","2","2020-02-05 15:26:05"
"143","712","LETTUCE","LETTUCE","2","2","2020-02-05 15:26:05"
"144","715","CHERRY PEPPER","CHERRY PEPPER","2","2","2020-02-05 15:26:05"
"145","724","GERBERA","GERBERA","2","2","2020-02-05 15:26:05"
"146","725","GLADIOLUS","GLADIOLUS","2","2","2020-02-05 15:26:05"
"147","726","CYMBIDIUM","CYMBIDIUM","2","2","2020-02-05 15:26:05"
"148","730","POINTED GOURD (PARWAL)","POINTED GOURD (PARWAL)","2","2","2020-02-05 15:26:05"
"149","734","AONLA","AONLA","2","2","2020-02-05 15:26:05"
"150","735","LILIUM","LILIUM","2","2","2020-02-05 15:26:05"
"151","736","AMARANTHUS","AMARANTHUS","2","2","2020-02-05 15:26:05"
"152","749","BEETROOT","BEETROOT","2","2","2020-02-05 15:26:05"
"153","750","ANTHURIUM","ANTHURIUM","2","2","2020-02-05 15:26:05"
"154","751","DRAGON FRUIT","DRAGON FRUIT","2","2","2020-02-05 15:26:05"
"155","758","FORESTRY","FORESTRY","2","2","2020-02-05 15:26:05"
"156","765","KINNOW","KINNOW","2","2","2020-02-05 15:26:05"
"157","809","FENUGREEK","FENUGREEK","2","2","2020-02-05 15:26:05"
"158","872","CARDAMOM","CARDAMOM","2","2","2020-02-05 15:26:05"
"159","883","TURMERIC","TURMERIC","2","2","2020-02-05 15:26:05"
"160","898","SPINACH","SPINACH","2","2","2020-02-05 15:26:05"
"161","899","CARISSA CARANDAS (KARONDHA)","CARISSA CARANDAS (KARONDHA)","2","2","2020-02-05 15:26:05"
"162","900","SUNFLOWER","SUNFLOWER","2","1","2021-03-26 12:48:33"
"163","901","KOKUM","KOKUM","2","2","2020-02-05 15:26:05"
"164","902","PALM","PALM","2","2","2020-02-05 15:26:05"
"165","927","MUSKMELON","MUSKMELON","2","2","2020-02-05 15:26:05"
"166","934","KNOL KHOL","KNOL KHOL","2","2","2020-02-05 15:26:05"
"167","2","BUFFALO","BUFFALO","2","3","2020-02-05 15:26:05"
"168","13","PIG","PIG","2","3","2020-02-05 15:26:05"
"169","16","YAK","YAK","2","3","2020-02-05 15:26:05"
"170","141","GOAT","GOAT","2","3","2020-02-05 15:26:05"
"171","182","MITHUN","MITHUN","2","3","2020-02-05 15:26:05"
"172","241","SHEEP","SHEEP","2","3","2020-02-05 15:26:05"
"173","575","RABBIT","RABBIT","2","3","2020-02-05 15:26:05"
"174","598","COW","COW","2","3","2020-02-05 15:26:05"
"175","130","CARP","CARP","2","4","2020-02-05 15:26:05"
"176","183","COMMON FISH","COMMON FISH","2","4","2020-02-05 15:26:05"
"177","185","MAJOR CARP","MAJOR CARP","2","4","2020-02-05 15:26:05"
"178","221","SWEET WATER FISH","SWEET WATER FISH","2","4","2020-02-05 15:26:05"
"179","263","INDIAN MAJOR CARP","INDIAN MAJOR CARP","2","4","2020-02-05 15:26:05"
"180","315","COMMON RIVER FISH","COMMON RIVER FISH","2","4","2020-02-05 15:26:05"
"181","318","INLAND","INLAND","2","4","2020-02-05 15:26:05"
"182","340","FRESH WATER","FRESH WATER","2","4","2020-02-05 15:26:05"
"183","450","CATLA","CATLA","2","4","2020-02-05 15:26:05"
"184","451","ROHU","ROHU","2","4","2020-02-05 15:26:05"
"185","452","MRIGAL","MRIGAL","2","4","2020-02-05 15:26:05"
"186","453","GRASS CARP","GRASS CARP","2","4","2020-02-05 15:26:05"
"187","454","LABEO BATA","LABEO BATA","2","4","2020-02-05 15:26:05"
"188","455","LABEO CALBASU","LABEO CALBASU","2","4","2020-02-05 15:26:05"
"189","457","COMMON CARP","COMMON CARP","2","4","2020-02-05 15:26:05"
"190","459","PUTHI","PUTHI","2","4","2020-02-05 15:26:05"
"191","486","INDIGENOUS MAJOR CARP","INDIGENOUS MAJOR CARP","2","4","2020-02-05 15:26:05"
"192","487","EXOTIC CARP","EXOTIC CARP","2","4","2020-02-05 15:26:05"
"193","702","BHETKI","BHETKI","2","4","2020-02-05 15:26:05"
"194","797","ORNAMENTAL FISH","ORNAMENTAL FISH","2","4","2020-02-05 15:26:05"
"195","4","CHICKEN","CHICKEN","2","5","2020-02-05 15:26:05"
"196","10","HEN","HEN","2","5","2020-02-05 15:26:05"
"197","191","DUCK","DUCK","2","5","2020-02-05 15:26:05"
"198","308","BIRD","BIRD","2","5","2020-02-05 15:26:05"
"199","385","LAYER","LAYER","2","5","2020-02-05 15:26:05"
"200","418","COCK","COCK","2","5","2020-02-05 15:26:05"
"201","468","BREEDER","BREEDER","2","5","2020-02-05 15:26:05"
"202","470","KADAKNATH","KADAKNATH","2","5","2020-02-05 15:26:05"
"203","471","GIRIRAJA","GIRIRAJA","2","5","2020-02-05 15:26:05"
"204","472","LEGHORN","LEGHORN","2","5","2020-02-05 15:26:05"
"205","628","FOWL","FOWL","2","5","2020-02-05 15:26:05"
"206","743","CHICK","CHICK","2","5","2020-02-05 15:26:05"
"207","11","LAND PREPARATION","LAND PREPARATION","2","6","2020-02-05 15:26:05"
"208","170","SALINITY","SALINITY","2","6","2020-02-05 15:26:05"
"209","257","RAIN WATER HARVESTING","RAIN WATER HARVESTING","2","6","2020-02-05 15:26:05"
"210","258","WATER HARVESTING","WATER HARVESTING","2","6","2020-02-05 15:26:05"
"211","321","SOIL TESTING","SOIL TESTING","2","6","2020-02-05 15:26:05"
"212","510","GENERAL ADVICE","GENERAL ADVICE","2","6","2020-02-05 15:26:05"
"213","573","INTERCULTURE","INTERCULTURE","2","6","2020-02-05 15:26:05"
"214","609","PLANT PROTECTION","PLANT PROTECTION","2","6","2020-02-05 15:26:05"
"215","757","PADDY TRANSPLANTING","PADDY TRANSPLANTING","2","6","2020-02-05 15:26:05"
"216","781","AGRI FIELD","AGRI FIELD","2","6","2020-02-05 15:26:05"
"217","933","HOME SCIENCE","HOME SCIENCE","2","6","2020-02-05 15:26:05"
"218","938","AGRIL ENGINEERING","AGRIL ENGINEERING","2","6","2020-02-05 15:26:05"
"219","848","MULBERRY","MULBERRY","2","7","2020-02-05 15:26:05"
"220","850","TASAR","TASAR","2","7","2020-02-05 15:26:05"
"221","946","Asparagus","Asparagus","2","2","2020-02-05 15:26:05"
"222","945","Buckwheat","Buckwheat","2","1","2020-02-05 15:26:05"
"223","956","Camel","Camel","2","3","2020-02-05 15:26:05"
"224","953","Date Palm","Date Palm","2","2","2020-02-05 15:26:05"
"225","948","Drumstick","Drumstick","2","2","2020-02-05 15:26:05"
"226","941","Faba bean/ Broad bean","Faba bean/ Broad bean","2","2","2020-02-05 15:26:05"
"227","939","GARDEN PEA","GARDEN PEA","2","2","2020-02-05 15:26:05"
"228","944","Indian round gourd (Tinda)","Indian round gourd (Tinda)","2","2","2020-02-05 15:26:05"
"229","951","Lupins","Lupins","2","1","2020-02-05 15:26:05"
"230","943","Monkey fruit/ Monkey Jack","Monkey fruit/ Monkey Jack","2","2","2020-02-05 15:26:05"
"231","955","Oat","Oat","2","1","2020-02-05 15:26:05"
"232","952","Psyllium","Psyllium","2","2","2020-02-05 15:26:05"
"233","949","Rhubarb/Pie plant","Rhubarb/Pie plant","2","2","2020-02-05 15:26:05"
"234","942","Rosselle ","Rosselle ","2","2","2020-02-05 15:26:05"
"235","947","Winged bean","Winged bean","2","2","2020-02-05 15:26:05"
"236","26","BARLEY","जौ","1","1","2020-02-05 15:26:05"
"237","36","CASTOR","रेंड़ी","1","1","2020-02-05 15:26:05"
"238","48","CUMIN","जीरा","1","2","2023-05-25 13:09:05"
"239","50","DIOSCOREA","शकरकंद","1","2","2023-05-25 13:10:21"
"240","54","GINGELLY","तिल","1","1","2020-02-05 15:26:05"
"241","62","JUTE","पाट","1","1","2020-02-05 15:26:05"
"242","74","MUSTARD","सरसों","1","1","2020-02-05 15:26:05"
"243","93","RICE","चावल","1","1","2021-06-04 16:31:55"
"244","94","RIDGE GOURD","तुरई","1","2","2023-05-25 13:15:53"
"245","95","RUBBER","रबर","1","1","2020-02-05 15:26:05"
"246","107","RAPESEED","रेपसीड","1","1","2020-02-05 15:26:05"
"247","110","WHEAT","गेहूँ","1","1","2020-02-05 15:26:05"
"248","111","CHICK PEA","चना","1","1","2020-10-23 15:13:37"
"249","116","FOXTAIL MILLET","कंगनी","1","1","2020-02-05 15:26:05"
"250","119","POTATO","आलू","1","2","2020-09-25 16:54:02"
"251","159","GROUNDNUT","मूँगफली","1","1","2020-02-05 15:26:05"
"252","163","TOBACCO","तंबाकू","1","1","2020-02-05 15:26:05"
"253","197","PIGEON PEA (RED GRAM/ARHAR)","अरहर (लाल चना/अरहर)","1","1","2020-02-05 15:26:05"
"254","217","NIGER","नाइजर","1","1","2020-02-05 15:26:05"
"255","260","SAFFLOWER","कुसुम","1","1","2020-02-05 15:26:05"
"256","305","BLACK GRAM","काला चना","1","1","2020-02-05 15:26:05"
"257","307","LUCERNE","गरारी","1","1","2020-02-05 15:26:05"
"258","326","GINGER","अदरक","1","2","2023-05-25 13:11:55"
"259","344","KODO MILLET","कोदो","1","1","2020-02-05 15:26:05"
"260","353","RADISH","मूली","1","2","2023-05-25 13:15:05"
"261","356","TOMATO","टमाटर","1","2","2021-07-13 16:53:29"
"262","358","CUCUMBER","खीरा","1","2","2023-05-25 13:08:10"
"263","362","CHRYSANTHEMUM","गुलदाउदी","1","2","2023-05-25 13:03:41"
"264","363","CROSSANDRA","क्रोस्सान्द्र","1","2","2023-05-25 13:07:34"
"265","365","JASMINE","चमेली","1","2","2023-05-25 13:13:08"
"266","366","SWEET CORN","स्वीट कॉर्न","1","1","2020-02-05 15:26:05"
"267","381","MESTA","मेस्टा","1","1","2020-02-05 15:26:05"
"268","391","LITTLE MILLET (KUTKI)","कुटकी","1","1","2020-02-05 15:26:05"
"269","396","SESAME (GINGELLY/TIL)","तिल","1","1","2020-02-05 15:26:05"
"270","423","OKRA/ LADYFINGER","भिण्डी","1","2","2022-10-28 11:57:48"
"271","425","GARLIC","लहसुन","1","2","2023-05-25 13:11:11"
"272","427","CORIANDER","धनिया","1","2","2023-05-25 13:06:47"
"273","429","BROWN TOP MILLET","ब्राउन शीर्ष मिल","1","1","2020-02-05 15:26:05"
"274","474","SOYABEAN","सोयाबीन","1","1","2020-02-05 15:26:05"
"275","494","BLACK GOLD / CHARCOAL","काला सोना","1","1","2020-02-05 15:26:05"
"276","500","COARSE GRAIN","मोटा अनाज","1","1","2020-02-05 15:26:05"
"277","505","BARNYARD MILLET","बरनार्ड मिल","1","1","2020-02-05 15:26:05"
"278","506","FINGER MILLET","रागी","1","1","2020-02-05 15:26:05"
"279","507","KIDNEY BEANS/ RAJMA","गुर्दे की फलियाँ / राजमा","1","1","2020-02-05 15:26:05"
"280","512","PRE MONSOON PREPARATION","प्री मॉनसून प्रिपरेशन","1","1","2020-02-05 15:26:05"
"281","530","AMARANTH","अम्लान रंगीन पुष्प का पौध","1","1","2020-02-05 15:26:05"
"282","548","GREEN GRAM","मूँग","1","1","2020-02-05 15:26:05"
"283","551","LENTIL","मसूर की दाल","1","1","2020-02-05 15:26:05"
"284","555","COTTON","कपास","1","1","2020-02-05 15:26:05"
"285","592","FODDER MAIZE","चारा मक्की","1","1","2020-02-05 15:26:05"
"286","608","RYE","राई","1","1","2020-02-05 15:26:05"
"287","640","CITRUS","निम्बू/संतरा","1","1","2020-02-05 15:26:05"
"288","684","CLUSTER BEAN/ GUAR","ग्वारफली","1","1","2020-02-05 15:26:05"
"289","689","NAPIER BAJRA","नेपियर बजरा","1","1","2020-02-05 15:26:05"
"290","690","PEARL MILLET","बाजरा","1","1","2020-02-05 15:26:05"
"291","694","DAINCHA","डाइन्चा","1","1","2020-02-05 15:26:05"
"292","696","BARSEEM","बरसीम","1","1","2020-02-05 15:26:05"
"293","704","FIELD PEA","फील्ड पी","1","1","2020-02-05 15:26:05"
"294","733","NUTMEG","जायफल","1","1","2020-02-05 15:26:05"
"295","742","FOXNUT (MAKHANA)","फॉक्सनट (मेकाना)","1","1","2020-02-05 15:26:05"
"296","762","LAC","एलएसी","1","1","2020-02-05 15:26:05"
"297","764","CARROT","गाजर","1","2","2023-05-25 13:02:27"
"298","789","HORSE GRAM","चना","1","1","2020-02-05 15:26:05"
"299","790","TABLE PEA","टेबल पीईए","1","1","2020-02-05 15:26:05"
"300","795","MAIZE","मक्का","1","1","2020-02-05 15:26:05"
"301","840","FODDER SORGHUM","फोडर सर्ग","1","1","2020-02-05 15:26:05"
"302","866","CASHEW","काजू","1","2","2022-10-28 11:59:29"
"303","867","MOTH BEAN","मंथ बीना","1","1","2020-02-05 15:26:05"
"304","940","CABBAGE","गोभी","1","2","2020-02-05 15:26:05"
"305","921","SORGHUM (JOWAR/GREAT MILLET)","ज्वार","1","1","2020-02-05 15:26:05"
"306","18","BAMBOO","बांस","1","2","2020-02-05 15:26:05"
"307","19","ALSTROEMERIA","ालस्ट्रोएमॅरिअ","1","2","2020-02-05 15:26:05"
"308","22","ARROW ROOT","अरारोट","1","2","2020-02-05 15:26:05"
"309","28","BLACK PEPPER","काली मिर्च","1","2","2020-02-05 15:26:05"
"310","30","ACID LIME","निम्बू","1","2","2020-02-05 15:26:05"
"311","32","BRINJAL","बैंगन","1","2","2020-02-05 15:26:05"
"312","33","BROCCOLI","ब्रोकोली","1","2","2020-02-05 15:26:05"
"313","41","COCONUT","नारियल","1","2","2020-02-05 15:26:05"
"314","42","COLOCASIA/ TARO","अरबी","1","2","2020-02-05 15:26:05"
"315","49","CUSTARD APPLE","शरीफा","1","2","2020-02-05 15:26:05"
"316","61","JACK FRUIT","कटहल","1","2","2020-02-05 15:26:05"
"317","64","KIWI","कीवी","1","2","2020-02-05 15:26:05"
"318","68","LEMON","नींबू","1","2","2020-02-05 15:26:05"
"319","69","LITCHI","लीची","1","2","2020-02-05 15:26:05"
"320","70","LINSEED","अलसी","1","2","2020-02-21 16:50:29"
"321","73","MANGO","आम","1","2","2020-02-05 15:26:05"
"322","75","NAGA KING CHILLI","नाग राजा मिर्च","1","2","2020-02-05 15:26:05"
"323","78","ONION","प्याज","1","2","2020-02-05 15:26:05"
"324","86","POMEGRANATE","अनार","1","2","2020-02-05 15:26:05"
"325","88","PUMPKIN","कद्दू","1","2","2020-02-05 15:26:05"
"326","97","SAPOTA","चीकू","1","2","2020-02-05 15:26:05"
"327","100","SPONGE GOURD","तोरी","1","2","2020-02-05 15:26:05"
"328","101","SUGAR BEET","मीठे चुक़ंदर","1","2","2020-02-05 15:26:05"
"329","109","WATER MELON","तरबूज़","1","2","2020-02-05 15:26:05"
"330","115","ORANGE","नारंगी","1","2","2020-02-05 15:26:05"
"331","137","PAPAYA","पपीता","1","2","2020-02-05 15:26:05"
"332","156","BASELLA","बसेला","1","2","2020-02-05 15:26:05"
"333","180","PINEAPPLE","अनानास","1","2","2020-02-05 15:26:05"
"334","184","CAPSICUM","शिमला मिर्च","1","2","2020-02-05 15:26:05"
"335","188","COWPEA/ LOBIA","राजमा/लोबिया","1","2","2020-02-05 15:26:05"
"336","195","GUAVA","अमरूद","1","2","2020-02-05 15:26:05"
"337","206","BOTTLE  GOURD","लौकी","1","2","2020-02-05 15:26:05"
"338","233","PLUM","बेर","1","2","2020-02-05 15:26:05"
"339","236","PEAR","नाशपाती","1","2","2020-02-05 15:26:05"
"340","237","PEACH","आड़ू","1","2","2020-02-05 15:26:05"
"341","238","PASSION FRUIT","कृष्णा फल","1","2","2020-02-05 15:26:05"
"342","335","VEGETABLE CHILLI","सब्जी मिर्च","1","2","2020-02-05 15:26:05"
"343","371","TAPIOCA","साबूदाना","1","2","2020-02-05 15:26:05"
"344","375","BEETELVINE","पान पत्ता","1","2","2020-02-05 15:26:05"
"345","401","CURRY LEAVES","करी पत्ते","1","2","2020-02-05 15:26:05"
"346","403","YAM","रतालू","1","2","2020-02-05 15:26:05"
"347","424","SUGARCANE","गन्ना","1","1","2020-02-05 15:26:05"
"348","432","COFFEE","कॉफ़ी","1","2","2020-02-05 15:26:05"
"349","435","BER","बेर","1","2","2020-02-05 15:26:05"
"350","437","COCCINIA","क्योकिनिअ","1","2","2020-02-05 15:26:05"
"351","448","BITTER GOURD","करेला","1","2","2021-04-06 16:04:46"
"352","461","TEA","चाय","1","2","2020-02-05 15:26:05"
"353","463","VEGETABLE CORIANDER","सब्जी धनिया","1","2","2020-02-05 15:26:05"
"354","473","MARIGOLD","गेंदे का फूल","1","2","2020-02-05 15:26:05"
"355","479","VEGETABLE PAPAYA","घटिया पपीता","1","2","2020-02-05 15:26:05"
